;Player;ShootOnTarget;ShootPer90;GoalPerShoot
1965;Jacopo Petriccione;7;0.76;0.00
1966;Germán Pezzella;8;1.08;0.09
1967;Giuseppe Pezzella;0;0.00;
1968;Giuseppe Pezzella;1;0.28;0.00
1969;Rayan Philippe;0;3.00;0.00
1970;Romain Philippoteaux;12;1.40;0.16
1971;Krzysztof Piątek;8;2.28;0.09
1972;Krzysztof Piątek;12;3.42;0.02
1973;Pablo Piatti;0;4.82;0.00
1974;Cristiano Piccini;0;1.20;0.00
1975;Stefano Piccinini;0;0.00;
1976;Roberto Piccoli;0;5.29;0.00
1977;Jordan Pickford;0;0.00;
1978;Jérémy Pied;0;0.40;0.00
1979;Ronaël Pierre-Gabriel;0;0.31;0.00
1980;Brandon Pierrick;0;0.00;
1981;Erik Pieters;4;0.67;0.00
1982;Tomás Pina Isla;1;0.13;0.50
1983;Andrea Pinamonti;16;2.05;0.08
1984;Simone Pinna;0;0.00;
1985;Carlo Pinsoglio;0;0.00;
1986;Pipa;1;0.19;0.00
1987;Gerard Piqué;6;0.44;0.07
1988;Lorenzo Pirola;0;0.00;
1989;Fabio Pisacane;1;0.22;0.17
1990;Łukasz Piszczek;3;0.34;0.13
1991;Claudio Pizarro;0;1.54;0.00
1992;Miralem Pjanić;5;0.83;0.14
1993;Óscar Plano;13;1.44;0.10
1994;Marvin Plattenhardt;0;0.26;0.00
1995;Alassane Pléa;35;3.23;0.13
1996;Thomas Pledl;0;0.99;0.00
1997;Daniel Podence;4;3.11;0.10
1998;Paul Pogba;7;1.57;0.05
1999;Joel Pohjanpalo;0;0.00;
2000;Andrea Poli;7;1.13;0.08
2001;Matteo Politano;8;2.30;0.11
2002;Matteo Politano;4;5.56;0.00
2003;Sebastian Polter;1;1.64;0.00
2004;Marin Pongračić;3;0.48;0.40
2005;Pere Pons;1;0.33;0.25
2006;Nick Pope;0;0.00;
2007;Pedro Porro;0;0.12;0.00
2008;Francisco Portillo;1;0.72;0.00
2009;Portu;15;1.50;0.18
2010;Stefan Posch;6;0.94;0.00
2011;Sergio Postigo;3;0.27;0.14
2012;Florent Poulolo;0;0.00;
2013;Yussuf Poulsen;10;2.43;0.15
2014;Maxime Poundjé;0;0.00;
2015;Darío Poveda;0;11.25;0.00
2016;Alejandro Pozo Pozo;2;0.36;0.17
2017;Alejandro Pozo Pozo;0;0.00;
2018;Percy Prado;0;0.00;
2019;Dennis Praet;3;1.27;0.06
2020;Abdón Prats;4;2.90;0.00
2021;Sanjin Prcić;1;1.15;0.00
2022;Nicolas de Préville;19;1.98;0.11
2023;Sebastian Prödl;0;3.21;0.00
2024;Kai Pröger;14;2.21;0.04
2025;Grischa Prömel;4;0.97;0.00
2026;Davy Pröpper;8;0.99;0.03
2027;Antonio Puertas;18;1.62;0.15
2028;Riqui Puig;4;1.24;0.00
2029;Teemu Pukki;32;2.49;0.11
2030;Erick Pulgar;6;0.76;0.00
2031;Christian Pulisic;25;3.24;0.15
2032;Ignacio Pussetto;4;2.64;0.10
2033;Ignacio Pussetto;0;0.00;
2034;Fabio Quagliarella;29;3.80;0.06
2035;Robin Quaison;29;2.49;0.17
2036;Domingos Quina;1;4.09;0.00
2037;Quini;0;1.25;0.00
2038;Xavi Quintillà;1;0.17;0.00
2039;Quique;1;1.65;0.00
2040;Adrien Rabiot;6;0.89;0.05
2041;Nemanja Radoja;2;0.14;0.33
2042;Nemanja Radonjić;14;3.07;0.17
2043;Ivan Radovanović;4;1.09;0.00
2044;Ionuț Radu;0;0.00;
2045;Ștefan Radu;1;0.20;0.20
2046;Boris Radunović;0;0.00;
2047;Rafael;1;0.64;0.00
2048;Rafael;0;0.00;
2049;Raffael;3;11.25;0.00
2050;Rafinha;1;2.90;0.00
2051;Rafinha;10;1.36;0.13
2052;Daniele Ragatzu;4;2.30;0.13
2053;Baba Rahman;0;0.83;0.00
2054;Antonio Raillo;2;0.45;0.07
2055;Predrag Rajković;0;0.00;
2056;Ivan Rakitić;7;1.36;0.04
2057;Benito Raman;16;1.86;0.12
2058;Gastón Ramírez;16;2.39;0.11
2059;Sandro Ramírez;17;3.10;0.07
2060;Iván Ramis;2;0.79;0.25
2061;Adrián Ramos;2;2.39;0.00
2062;Sergio Ramos;11;1.05;0.14
2063;Aaron Ramsdale;0;0.00;
2064;Aaron Ramsey;9;2.31;0.11
2065;Darren Randolph;0;0.00;
2066;Luca Ranieri;0;1.16;0.00
2067;Andrea Ranocchia;0;0.86;0.00
2068;Tobias Raschl;0;0.00;
2069;Marcus Rashford;38;2.86;0.13
2070;Milot Rashica;26;2.78;0.09
2071;Giacomo Raspadori;5;3.75;0.18
2072;Raúl;0;0.00;
2073;Ante Rebić;20;2.71;0.26
2074;Ante Rebić;1;2.00;0.00
2075;Arkadiusz Reca;5;0.89;0.00
2076;Recio;7;1.32;0.00
2077;Daishawn Redan;0;4.29;0.00
2078;Nathan Redmond;21;1.92;0.07
2079;Fabian Reese;1;3.14;0.00
2080;Vasco Regini;0;0.00;
2081;Vasco Regini;0;0.00;
2082;Sergio Reguilón;7;1.04;0.07
2083;Ken Reichel;3;0.84;0.00
2084;Manolo Reina;0;0.00;
2085;Pepe Reina;0;0.00;
2086;Pepe Reina;0;0.00;
2087;Jeff Reine-Adélaïde;1;2.28;0.50
2088;Jeff Reine-Adélaïde;3;0.46;0.50
2089;Karim Rekik;2;0.29;0.25
2090;Álex Remiro;0;0.04;0.00
2091;Loïc Rémy;11;2.62;0.25
2092;Panagiotis Retsos;0;0.00;
2093;Marco Reus;22;2.71;0.22
2094;Elvis Rexhbeçaj;7;1.88;0.00
2095;Gio Reyna;2;1.01;0.00
2096;Baptiste Reynet;0;0.00;
2097;Nico Ribaudo;3;1.98;0.00
2098;Franck Ribéry;13;1.60;0.12
2099;Davide Riccardi;0;0.00;
2100;Declan Rice;9;0.79;0.03
2101;Chris Richards;0;0.00;
2102;Richarlison;31;2.67;0.14
2103;Marco Richter;18;2.49;0.06
2104;Diego Rico;3;0.42;0.00
2105;Sergio Rico;0;0.00;
2106;Jaïro Riedewald;0;0.35;0.00
2107;Emiliano Rigoni;2;1.46;0.00
2108;Tomás Rincón;7;0.60;0.06
2109;Luis Rioja;2;0.50;0.00
2110;Renaud Ripart;15;2.13;0.04
2111;Rodrigo Riquelme;0;6.92;0.00
2112;Andrea Rispoli;3;0.52;0.00
2113;Marcel Risse;0;0.68;0.00
2114;Mihailo Ristić;1;0.89;0.00
2115;Matt Ritchie;6;1.71;0.08
2116;Marlon Ritter;3;1.86;0.00
2117;Cristian Rivera;0;0.29;0.00
2118;Maxence Rivera;0;3.60;0.00
2119;Rober;0;0.00;
2120;Roberto;0;0.00;
2121;Roberto;0;0.11;0.00
2122;Sergi Roberto;3;0.35;0.11
2123;Patrick Roberts;0;0.00;
2124;Andrew Robertson;6;0.58;0.10
2125;Callum Robinson;3;1.73;0.08
2126;Jack Robinson;0;0.00;
2127;Joel Robles;0;0.00;
2128;Marc Roca;3;0.87;0.00
2129;Rubén Rochina;14;2.83;0.08
2130;Sebastian Rode;6;0.56;0.25
2131;Rodri;9;0.87;0.13
2132;Rodrigo;14;1.87;0.10
2133;Kévin Rodrigues;8;1.07;0.04
2134;Kévin Rodrigues;0;0.00;
2135;Óscar Rodríguez Arnaiz;27;2.73;0.12
2136;Ángel Rodríguez;23;3.13;0.18
2137;Dani Rodríguez;11;1.54;0.08
2138;Guido Rodríguez;3;1.15;0.08
2139;James Rodríguez;1;1.93;0.11
2140;Jay Rodriguez;26;2.95;0.11
2141;Mario Rodriguez;0;0.00;
2142;Ricardo Rodríguez;0;0.23;0.00
2143;Rodrygo;8;1.41;0.13
2144;Jack Rodwell;0;0.00;
2145;Marko Rog;8;1.17;0.03
2146;Agustín Rogel;0;0.31;0.00
2147;Rogério;4;0.98;0.09
2148;Marcos Rojo;0;0.74;0.00
2149;Filippo Romagna;1;0.12;0.00
2150;Alessio Romagnoli;3;0.41;0.07
2151;Alaixys Romao;2;0.61;0.00
2152;Cristian Romero;3;0.49;0.00
2153;Luka Romero;0;0.00;
2154;Oriol Romeu;0;0.44;0.00
2155;Rômulo;7;0.89;0.06
2156;Rômulo;0;0.00;
2157;Cristiano Ronaldo;67;6.05;0.10
2158;Facundo Roncaglia;2;0.21;0.33
2159;Valentin Rongier;8;1.81;0.00
2160;Valentin Rongier;1;1.33;0.00
2161;Marten de Roon;6;1.03;0.06
2162;Roberto Rosales;1;0.43;0.00
2163;Antonio Rosati;0;0.00;
2164;Danny Rose;0;0.20;0.00
2165;Danny Rose;0;0.00;
2166;Luca Rossettini;0;0.16;0.00
2167;Francesco Rossi;0;0.00;
2168;Jérôme Roussillon;4;0.72;0.05
2169;Nolan Roux;8;2.77;0.11
2170;Nicolò Rovella;0;0.86;0.00
2171;Amir Rrahmani;12;1.20;0.00
2172;Rubén;0;0.00;
2173;Waldo Rubio;4;1.74;0.00
2174;Antonio Rüdiger;3;0.58;0.18
2175;Sebastian Rudy;9;0.82;0.04
2176;Stéphane Ruffier;0;0.00;
2177;Dion Ruffo Luci;0;0.00;
2178;Daniele Rugani;2;0.78;0.00
2179;Mário Rui;10;1.46;0.00
2180;Aitor Ruibal;3;1.18;0.00
2181;Fabián Ruiz Peña;17;2.38;0.04
2182;Gerónimo Rulli;0;0.00;
2183;Lukas Rupp;0;1.32;0.00
2184;Lukas Rupp;2;0.52;0.00
2185;Mathew Ryan;0;0.00;
2186;Julian Ryerson;0;0.49;0.00
2187;Frederik Rønnow;0;0.00;
2188;João Victor Santos Sá;11;1.60;0.07
2189;Roli Pereira de Sa;0;15.00;0.00
2190;Youssouf Sabaly;1;0.59;0.00
2191;Stefano Sabelli;4;0.40;0.00
2192;Abdelhamid Sabiri;14;3.26;0.08
2193;Marcel Sabitzer;24;2.56;0.13
2194;Ihsan Sacko;0;0.00;
2195;Alexis Saelemaekers;2;1.18;0.11
2196;Jorge Sáenz;0;0.00;
2197;Nuri Şahin;1;0.79;0.00
2198;Wesley Saïd;10;1.94;0.08
2199;Allan Saint-Maximin;20;2.22;0.07
2200;Théo Sainte-Luce;0;0.00;
2201;Borja Sainz;5;1.41;0.11
2202;Romain Saïss;8;0.77;0.09
2203;Bukayo Saka;4;0.67;0.08
2204;Hiroki Sakai;0;0.17;0.00
2205;Mamadou Sakho;0;0.00;
2206;Jacopo Sala;2;1.48;0.00
2207;Mohamed Salah;56;4.07;0.12
2208;Bartosz Salamon;0;0.00;
2209;Eddy Salcedo;7;2.91;0.05
2210;William Saliba;0;0.27;0.00
2211;Yannis Salibur;0;1.10;0.00
2212;Romain Salin;0;0.00;
2213;Mohammed Salisu;1;0.23;0.14
2214;Roland Sallai;12;2.63;0.06
2215;Lazar Samardzic;0;0.00;
2216;Diadie Samassékou;2;0.48;0.00
2217;Mbwana Samatta;3;1.62;0.06
2218;Mama Samba Baldé;16;2.68;0.12
2219;Junior Sambia;5;1.99;0.08
2220;Frédéric Sammaritano;2;1.56;0.11
2221;Fede San Emeterio;1;0.15;0.00
2222;Mikel San José;1;1.50;0.00
2223;Antonio Sanabria;20;2.66;0.15
2224;Oihan Sancet;5;1.09;0.11
2225;Renato Sanches;0;0.00;
2226;Renato Sanches;11;1.88;0.10
2227;Alexis Sánchez;11;2.05;0.14
2228;Carlos Sánchez;0;0.00;
2229;Davinson Sánchez;3;0.30;0.00
2230;Germán Sánchez;3;0.39;0.20
2231;Javi Sánchez;0;0.54;0.00
2232;Manuel Sánchez;0;0.00;
2233;Víctor Sánchez;1;0.53;0.00
2234;Jadon Sancho;28;2.05;0.33
2235;Alex Sandro;5;0.64;0.06
2236;Leroy Sané;0;15.00;0.00
2237;Salif Sané;3;0.72;0.22
2238;Luca Sangalli;5;1.69;0.00
2239;Ibrahim Sangaré;5;0.83;0.00
2240;Oier Sanjurjo;5;0.66;0.12
2241;Yaya Sanogo;10;2.37;0.08
2242;Morgan Sanson;12;1.57;0.13
2243;Nicola Sansone;19;3.01;0.01
2244;Baptiste Santamaria;11;1.37;0.03
2245;Federico Santander;5;2.81;0.00
2246;Davide Santon;1;0.29;0.00
2247;Samir Santos;3;0.29;0.20
2248;Riccardo Saponara;0;2.68;0.00
2249;Riccardo Saponara;9;2.47;0.08
2250;Ivan Šaponjić;0;15.00;0.00
2251;Pablo Sarabia;10;2.47;0.13
2252;Marcelo Saracchi;1;1.51;0.33
2253;Josh Sargent;12;1.78;0.14
2254;Bouna Sarr;4;1.16;0.04
2255;Ismaila Sarr;13;1.95;0.11
2256;Malang Sarr;1;0.25;0.25
2257;Sidy Sarr;6;1.55;0.00
2258;Joan Sastre Vanrell;1;1.06;0.00
2259;Téji Savanier;7;1.71;0.14
2260;Stefan Savić;1;0.09;0.00
2261;Fabian Schär;6;1.02;0.11
2262;Louis Schaub;5;1.30;0.11
2263;Ezequiel Schelotto;1;1.25;0.00
2264;Patrik Schick;18;3.40;0.20
2265;Julian Schieber;1;2.09;0.00
2266;Kingsley Schindler;3;1.48;0.00
2267;Xaver Schlager;8;1.68;0.03
2268;Keven Schlotterbeck;2;0.46;0.00
2269;Nico Schlotterbeck;1;0.72;0.00
2270;Jeffrey Schlupp;9;1.56;0.17
2271;Kasper Schmeichel;0;0.03;0.00
2272;Marcel Schmelzer;1;2.73;0.50
2273;Jonathan Schmid;16;1.36;0.12
2274;Manuel Schmiedebach;0;0.00;
2275;Benno Schmitz;0;0.16;0.00
2276;Morgan Schneiderlin;0;0.54;0.00
2277;Lasse Schöne;9;1.26;0.06
2278;Sebastian Schonlau;4;0.48;0.18
2279;Alessandro Schöpf;3;0.88;0.00
2280;Jerdy Schouten;2;0.58;0.00
2281;Markus Schubert;0;0.00;
2282;Nico Schulz;1;0.91;0.17
2283;Alexander Schwolow;0;0.00;
2284;Matteo Scozzarella;1;0.39;0.00
2285;Aleksandar Sedlar;1;0.11;0.00
2286;Davie Selke;3;1.78;0.05
2287;Davie Selke;5;2.53;0.00
2288;Matz Sels;0;0.00;
2289;Ken Sema;4;0.59;0.13
2290;Nélson Semedo;2;0.34;0.13
2291;Alessandro Semprini;1;0.29;0.50
2292;Josep Señé;1;0.60;0.00
2293;Stefano Sensi;10;3.61;0.10
2294;Luigi Sepe;0;0.00;
2295;Suat Serdar;15;2.08;0.19
2296;Ryan Sessegnon;0;0.26;0.00
2297;Salva Sevilla;11;1.09;0.10
2298;Yevhen Shakhov;4;1.08;0.08
2299;Xherdan Shaqiri;1;1.95;0.25
2300;Billy Sharp;5;1.20;0.21
2301;Luke Shaw;5;0.52;0.00
2302;Khiry Shelton;0;0.00;
2303;Jonjo Shelvey;14;1.91;0.13
2304;Gen Shoji;0;0.00;
2305;Djibril Sidibé;3;0.59;0.00
2306;Kalidou Sidibé;0;0.00;
2307;Sidnei;2;0.38;0.20
2308;Theoson Siebatcheu;1;2.05;0.00
2309;Kaj Sierhuis;0;0.00;
2310;Gylfi Sigurðsson;12;1.58;0.02
2311;Luca Siligardi;3;2.94;0.00
2312;Adrien Silva;3;1.03;0.00
2313;André Silva;0;3.00;0.00
2314;André Silva;22;3.09;0.20
2315;Bernardo Silva;15;2.17;0.12
2316;David Silva;17;2.27;0.13
2317;Gabriel Silva;0;0.00;
2318;Jonathan Silva;3;0.68;0.05
2319;Matheus Pereira da Silva;3;2.13;0.00
2320;Rui Silva;0;0.00;
2321;Thiago Silva;2;0.34;0.00
2322;Marco Silvestri;0;0.00;
2323;Mohamed Simakan;3;0.60;0.00
2324;Giovanni Simeone;30;2.62;0.14
2325;Moses Simon;18;1.78;0.12
2326;Unai Simón;0;0.00;
2327;Jack Simpson;0;0.37;0.00
2328;Sarpreet Singh;0;1.25;0.00
2329;Wilfried Singo;1;1.36;0.50
2330;Daley Sinkgraven;0;0.00;
2331;Dimitris Siovas;4;0.61;0.00
2332;Salvatore Sirigu;0;0.00;
2333;Ibrahima Sissoko;1;0.90;0.00
2334;Moussa Sissoko;4;0.51;0.14
2335;Sambou Sissoko;0;0.00;
2336;Pione Sisto;15;3.03;0.07
2337;Antonio Sivera;0;0.00;
2338;Ellyes Skhiri;5;0.84;0.04
2339;Oliver Skipp;0;0.00;
2340;Łukasz Skorupski;0;0.00;
2341;Andreas Skov Olsen;7;2.37;0.05
2342;Robert Skov;19;2.17;0.06
2343;Simon Skrabb;1;1.05;0.00
2344;Milan Škriniar;4;0.48;0.00
2345;Steven Skrzybski;1;2.38;0.07
2346;Petar Škuletić;1;3.40;0.00
2347;Islam Slimani;19;3.36;0.17
2348;William Smallbone;0;1.15;0.00
2349;Chris Smalling;5;0.67;0.16
2350;Dennis Smarsch;0;0.00;
2351;Adam Smith;1;0.18;0.00
2352;Emile Smith-Rowe;0;0.00;
2353;Fyodor Smolov;6;1.82;0.13
2354;Robert Snodgrass;10;1.25;0.24
2355;Cédric Soares;1;0.36;1.00
2356;Cédric Soares;4;0.69;0.00
2357;Rafa Soares;0;0.00;
2358;Lasse Sobiech;0;0.00;
2359;Marcel Sobottka;1;0.90;0.00
2360;Rubén Sobrino;3;2.65;0.20
2361;Dominic Solanke;8;1.91;0.09
2362;Roberto Soldado;13;1.27;0.18
2363;Carlos Soler;5;0.78;0.11
2364;Oumar Solet;0;0.00;
2365;Yann Sommer;0;0.00;
2366;Kévin Soni;0;0.00;
2367;David Soria;0;0.00;
2368;Bruno Soriano;1;0.34;0.00
2369;Juan Soriano;1;0.09;0.00
2370;Roberto Soriano;16;1.35;0.14
2371;Riccardo Sottil;8;2.80;0.00
2372;Tomáš Souček;7;1.64;0.16
2373;Adama Soumaoro;1;0.28;0.50
2374;Adama Soumaoro;2;0.87;0.25
2375;Boubakary Soumaré;0;0.07;0.00
2376;Bryan Soumaré;4;1.41;0.00
2377;Arnaud Souquet;4;0.67;0.13
2378;Djibril Sow;3;1.08;0.05
2379;Çağlar Söyüncü;7;0.59;0.05
2380;Nikolas Špalek;10;1.42;0.08
2381;Leonardo Spinazzola;4;0.87;0.07
2382;Marco Sportiello;0;0.00;
2383;Mattia Sprocati;6;2.14;0.07
2384;Bassem Srarfi;0;0.68;0.00
2385;Dennis Srbeny;1;3.83;0.50
2386;Dennis Srbeny;10;2.09;0.19
2387;Jerry St. Juste;2;0.55;0.15
2388;Jack Stacey;2;0.29;0.00
2389;Kostas Stafylidis;2;0.90;0.25
2390;Benjamin Stambouli;0;0.00;
2391;Junior Stanislas;6;2.02;0.13
2392;Niklas Stark;2;0.52;0.10
2393;Jed Steer;0;0.00;
2394;Renato Steffen;10;1.65;0.21
2395;Zack Steffen;0;0.00;
2396;Dale Stephens;2;0.64;0.00
2397;Jack Stephens;1;0.22;0.17
2398;Mariusz Stępiński;6;1.91;0.20
2399;Raheem Sterling;36;3.26;0.21
2400;Enda Stevens;4;0.59;0.09
2401;Marco Stiepermann;5;1.45;0.00
2402;Lars Stindl;13;2.01;0.22
2403;Kevin Stöger;6;1.56;0.00
2404;Vlatko Stojanovski;2;1.46;0.00
2405;John Stones;1;0.48;0.00
2406;Thomas Strakosha;0;0.00;
2407;Tobias Strobl;0;0.15;0.00
2408;Christian Strohdiek;3;0.53;0.13
2409;Kevin Strootman;1;0.64;0.10
2410;Jens Stryger Larsen;3;0.39;0.08
2411;Stefano Sturaro;6;1.29;0.06
2412;Damián Suárez;5;0.69;0.05
2413;Denis Suárez;9;1.05;0.05
2414;Luis Suárez;42;3.51;0.19
2415;Mathías Suárez;0;0.00;
2416;Neven Subotić;3;0.55;0.08
2417;Isaac Success;1;1.29;0.00
2418;Marek Suchý;0;0.45;0.00
2419;Niklas Süle;1;0.84;0.00
2420;Ki Sung-yueng;0;0.00;
2421;Ki Sung-yueng;0;0.00;
2422;Stoppila Sunzu;0;0.33;0.00
2423;Andrew Surman;0;0.38;0.00
2424;Sam Surridge;0;6.67;0.00
2425;Suso;7;1.61;0.07
2426;Suso;12;2.05;0.03
2427;Bosko Sutalo;0;0.32;0.00
2428;Markus Suttner;1;1.01;0.00
2429;Mattias Svanberg;9;3.17;0.03
2430;Issiaga Sylla;4;0.82;0.00
2431;Moussa Sylla;0;0.00;
2432;Eddy Sylvestre;0;0.00;
2433;Ádám Szalai;11;2.43;0.03
2434;Wojciech Szczęsny;0;0.00;
2435;Andrea Tabanelli;2;1.12;0.08
2436;Tachi;0;0.00;
2437;Panagiotis Tachtsidis;7;1.17;0.00
2438;Jonathan Tah;1;0.22;0.00
2439;Flavien Tait;4;1.42;0.14
2440;Mahdi Talal;0;0.00;
2441;Adrien Tameze;1;0.87;0.20
2442;Adrien Tameze;0;0.00;
2443;Japhet Tanganga;1;0.51;0.00
2444;Adil Taoui;0;3.60;0.00
2445;Edmond Tapsoba;0;0.17;0.00
2446;Matt Targett;4;0.27;0.14
2447;Rodrigo Tarín;0;0.19;0.00
2448;James Tarkowski;4;0.53;0.10
2449;Ciprian Tătărușanu;0;0.00;
2450;Júlio Tavares;17;2.25;0.08
2451;Charlie Taylor;0;0.05;0.00
2452;Neil Taylor;0;0.25;0.00
2453;Aurélien Tchouaméni;5;0.97;0.00
2454;Aurélien Tchouaméni;1;2.77;0.00
2455;Georg Teigl;0;0.81;0.00
2456;Álvaro Tejero;1;0.44;0.00
2457;Bernard Tekpetey;1;2.21;0.00
2458;Nathan Tella;1;30.00;0.00
2459;Cristian Tello;6;2.17;0.11
2460;Lino Tempelmann;0;2.73;0.00
2461;Łukasz Teodorczyk;2;1.62;0.00
2462;Hidde ter Avest;1;0.26;0.00
2463;Marc-André ter Stegen;0;0.00;
2464;Simon Terodde;11;3.99;0.08
2465;Pietro Terracciano;0;0.00;
2466;Martin Terrier;7;1.28;0.06
2467;Aleksa Terzić;0;0.00;
2468;Kenny Tete;2;0.59;0.00
2469;Alexander Tettey;3;0.89;0.04
2470;Florian Thauvin;1;12.27;0.00
2471;Demba Thiam;0;0.00;
2472;Malick Thiaw;1;1.18;0.00
2473;Niclas Thiede;0;0.00;
2474;Jan Thielmann;2;1.30;0.00
2475;Sada Thioub;5;0.84;0.07
2476;Jordan Thomas;0;0.00;
2477;Luke Thomas;0;0.00;
2478;Romain Thomas;2;0.31;0.13
2479;Adrien Thomasson;17;2.17;0.16
2480;Erik Thommy;21;2.43;0.10
2481;Max Thompson;0;0.00;
2482;Morten Thorsby;4;0.77;0.06
2483;Marcus Thuram;39;2.41;0.17
2484;Khéphren Thuram-Ulie;0;0.15;0.00
2485;Youri Tielemans;13;1.72;0.06
2486;Kieran Tierney;2;0.55;0.17
2487;Cheick Timite;1;2.35;0.00
2488;David Timor;7;1.81;0.16
2489;Marcel Tisserand;2;0.60;0.13
2490;Jean-Clair Todibo;0;0.00;
2491;Jean-Clair Todibo;1;0.74;0.00
2492;Karl Toko Ekambi;18;3.53;0.15
2493;Karl Toko Ekambi;6;2.17;0.15
2494;Corentin Tolisso;3;2.26;0.06
2495;Jeremy Toljan;2;0.33;0.13
2496;Rafael Tolói;11;0.93;0.07
2497;Raúl de Tomás;14;2.76;0.09
2498;Takehiro Tomiyasu;3;0.61;0.06
2499;James Tomkins;2;0.51;0.11
2500;Fikayo Tomori;3;0.49;0.14
2501;Nenad Tomović;3;0.51;0.00
2502;Sandro Tonali;7;0.81;0.04
2503;Lorenzo Tonelli;1;0.77;0.00
2504;Toño;0;0.17;0.00
2505;Ömer Toprak;1;0.63;0.00
2506;Ernesto Torregrossa;21;2.98;0.08
2507;Lucas Torreira;6;1.25;0.05
2508;Ferrán Torres;9;1.32;0.12
2509;Óliver Torres;10;0.90;0.19
2510;Pau Torres;2;0.27;0.22
2511;Roberto Torres;19;2.38;0.03
2512;Lucas Torró;0;1.90;0.00
2513;Jordan Torunarigha;1;0.12;0.50
2514;Cenk Tosun;2;2.03;0.25
2515;Cenk Tosun;3;3.40;0.09
2516;Abdoulaye Touré;8;1.34;0.03
2517;Almamy Touré;5;0.85;0.07
2518;Lucas Tousart;9;1.38;0.07
2519;Andros Townsend;5;0.83;0.08
2520;Aleksandar Trajkovski;4;2.73;0.00
2521;Adama Traoré;4;1.52;0.06
2522;Adama Traoré;0;0.00;
2523;Adama Traoré;12;1.49;0.09
2524;Amad Traoré;1;3.33;1.00
2525;Bertrand Traoré;11;2.51;0.03
2526;Charles Traore;1;0.26;0.00
2527;Hamari Traoré;5;0.82;0.00
2528;Ibrahima Traoré;0;2.37;0.00
2529;Ismaël Traoré;0;0.39;0.00
2530;Kevin Trapp;0;0.00;
2531;Miguel Trauco;2;0.67;0.09
2532;Mark Travers;0;0.00;
2533;Luca Tremolada;0;0.00;
2534;Trézéguet;17;2.31;0.12
2535;Manu Trigueros;9;1.40;0.04
2536;Christopher Trimmel;3;0.16;0.00
2537;Alessandro Tripaldelli;0;0.00;
2538;Kieran Trippier;0;0.14;0.00
2539;William Troost-Ekong;0;0.17;0.00
2540;Leandro Trossard;13;1.88;0.12
2541;Tom Trybull;2;0.88;0.00
2542;Axel Tuanzebe;0;0.00;
2543;Georgi Tunjov;0;1.90;0.00
2544;Stefano Turati;0;0.00;
2545;Gennaro Tutino;0;1.20;0.00
2546;Matthieu Udol;1;0.25;0.00
2547;Hwang Ui-jo;15;1.98;0.17
2548;Anthony Ujah;6;1.71;0.17
2549;Samir Ujkani;0;0.00;
2550;Sven Ulreich;0;0.00;
2551;Samuel Umtiti;0;0.00;
2552;Enes Ünal;23;2.19;0.07
2553;Cengiz Ünder;9;2.68;0.12
2554;Dayot Upamecano;4;0.53;0.00
2555;Mark Uth;15;3.18;0.10
2556;Mark Uth;3;2.04;0.00
2557;Tomáš Vaclík;0;0.00;
2558;Álvaro Vadillo;5;1.26;0.12
2559;William Vainqueur;3;0.89;0.00
2560;Mirko Valdifiori;2;0.26;0.00
2561;Pierrick Valdivia;0;0.00;
2562;Germán Valera;0;0.00;
2563;Antoine Valerio;0;0.00;
2564;Borja Valero;2;1.06;0.18
2565;Yan Valery;2;0.35;0.00
2566;Martin Valjent;3;0.40;0.00
2567;Jesús Vallejo;0;0.00;
2568;Jesús Vallejo;0;0.14;0.00
2569;Manu Vallejo;3;1.72;0.25
2570;Luca Valls;0;0.00;
2571;Theo Valls;7;1.38;0.04
2572;Mattia Valoti;11;1.71;0.10
2573;Federico Valverde;11;1.09;0.09
2574;Raphaël Varane;3;0.32;0.30
2575;Jamie Vardy;38;2.58;0.22
2576;Matías Vargas;2;1.76;0.00
2577;Ruben Vargas;26;2.13;0.10
2578;Thibaut Vargas;0;0.00;
2579;Sebastian Vasiliadis;8;1.22;0.03
2580;Indiana Vassilev;0;1.76;0.00
2581;Denis Vavro;0;0.82;0.00
2582;Franco Vázquez;6;1.31;0.19
2583;Kevin Vázquez;0;0.07;0.00
2584;Lucas Vázquez;3;1.06;0.20
2585;Matías Vecino;8;1.97;0.07
2586;Koke Vegas;0;0.00;
2587;Miloš Veljković;1;0.31;0.00
2588;Miguel Veloso;7;1.15;0.08
2589;Unai Vencedor Paris;0;1.23;0.00
2590;Lorenzo Venuti;2;0.52;0.00
2591;Brayan Vera;0;2.32;0.00
2592;Simone Verdi;14;2.34;0.04
2593;Jordan Veretout;8;0.79;0.04
2594;Marco Verratti;0;0.06;0.00
2595;Valerio Verre;11;2.08;0.02
2596;Birger Verstraete;2;1.08;0.00
2597;Jan Vertonghen;2;0.22;0.25
2598;Mikel Vesga;3;0.99;0.00
2599;Jannik Vestergaard;5;0.60;0.10
2600;Rúben Vezo;2;0.38;0.00
2601;Francesco Vicari;2;0.28;0.00
2602;Fede Vico;2;1.34;0.08
2603;Aleix Vidal;9;0.91;0.09
2604;Arturo Vidal;14;1.35;0.32
2605;Clément Vidal;0;0.00;
2606;Nacho Vidal;4;0.58;0.00
2607;Ronaldo Vieira;6;1.48;0.00
2608;Mauro Vigorito;0;0.00;
2609;Dídac Vilà;3;0.54;0.00
2610;Toni Villa;6;1.26;0.00
2611;Asier Villalibre;5;2.88;0.18
