;Player;Crosses;PenaltyWon;AerialWonRate
2163;Antonio Rosati;0;0;
2164;Danny Rose;31;0;60.0
2165;Danny Rose;6;0;42.9
2166;Luca Rossettini;0;0;54.8
2167;Francesco Rossi;0;0;
2168;Jérôme Roussillon;64;0;41.9
2169;Nolan Roux;5;0;24.3
2170;Nicolò Rovella;1;0;
2171;Amir Rrahmani;10;0;73.5
2172;Rubén;0;0;
2173;Waldo Rubio;30;0;30.8
2174;Antonio Rüdiger;4;0;70.1
2175;Sebastian Rudy;32;0;52.2
2176;Stéphane Ruffier;0;0;
2177;Dion Ruffo Luci;0;0;
2178;Daniele Rugani;0;0;73.6
2179;Mário Rui;83;0;42.1
2180;Aitor Ruibal;29;0;28.6
2181;Fabián Ruiz Peña;19;0;59.1
2182;Gerónimo Rulli;0;0;
2183;Lukas Rupp;1;0;25.0
2184;Lukas Rupp;4;0;19.0
2185;Mathew Ryan;0;0;
2186;Julian Ryerson;11;0;46.7
2187;Frederik Rønnow;0;0;
2188;João Victor Santos Sá;22;0;32.9
2189;Roli Pereira de Sa;0;0;
2190;Youssouf Sabaly;22;0;50.0
2191;Stefano Sabelli;80;0;58.1
2192;Abdelhamid Sabiri;1;0;48.0
2193;Marcel Sabitzer;65;0;45.5
2194;Ihsan Sacko;0;0;0.0
2195;Alexis Saelemaekers;18;0;18.8
2196;Jorge Sáenz;0;0;47.4
2197;Nuri Şahin;20;0;54.3
2198;Wesley Saïd;16;0;39.3
2199;Allan Saint-Maximin;50;0;25.9
2200;Théo Sainte-Luce;0;0;0.0
2201;Borja Sainz;9;0;31.3
2202;Romain Saïss;7;0;64.3
2203;Bukayo Saka;45;0;24.5
2204;Hiroki Sakai;27;1;64.9
2205;Mamadou Sakho;0;0;54.1
2206;Jacopo Sala;20;0;50.0
2207;Mohamed Salah;35;1;21.3
2208;Bartosz Salamon;1;0;53.3
2209;Eddy Salcedo;18;0;40.0
2210;William Saliba;0;0;74.4
2211;Yannis Salibur;4;0;100.0
2212;Romain Salin;0;0;
2213;Mohammed Salisu;1;0;67.6
2214;Roland Sallai;25;0;40.0
2215;Lazar Samardzic;0;0;33.3
2216;Diadie Samassékou;4;0;44.7
2217;Mbwana Samatta;3;0;30.4
2218;Mama Samba Baldé;30;0;29.8
2219;Junior Sambia;17;0;43.8
2220;Frédéric Sammaritano;18;0;0.0
2221;Fede San Emeterio;4;0;51.6
2222;Mikel San José;0;0;60.0
2223;Antonio Sanabria;11;1;38.9
2224;Oihan Sancet;2;0;40.0
2225;Renato Sanches;1;0;
2226;Renato Sanches;36;0;30.8
2227;Alexis Sánchez;24;1;19.2
2228;Carlos Sánchez;0;0;75.0
2229;Davinson Sánchez;2;0;60.5
2230;Germán Sánchez;2;0;55.7
2231;Javi Sánchez;0;0;38.1
2232;Manuel Sánchez;6;0;62.5
2233;Víctor Sánchez;31;0;52.2
2234;Jadon Sancho;46;0;5.6
2235;Alex Sandro;52;1;55.7
2236;Leroy Sané;0;0;
2237;Salif Sané;2;0;83.3
2238;Luca Sangalli;5;0;50.0
2239;Ibrahim Sangaré;18;1;62.3
2240;Oier Sanjurjo;14;0;53.4
2241;Yaya Sanogo;1;0;39.2
2242;Morgan Sanson;51;0;26.1
2243;Nicola Sansone;66;0;19.6
2244;Baptiste Santamaria;4;1;59.8
2245;Federico Santander;9;0;52.1
2246;Davide Santon;6;0;84.6
2247;Samir Santos;5;0;59.3
2248;Riccardo Saponara;4;0;100.0
2249;Riccardo Saponara;36;1;85.7
2250;Ivan Šaponjić;0;0;100.0
2251;Pablo Sarabia;42;0;26.7
2252;Marcelo Saracchi;6;0;57.1
2253;Josh Sargent;5;0;42.6
2254;Bouna Sarr;62;1;48.7
2255;Ismaila Sarr;92;2;26.9
2256;Malang Sarr;3;0;58.3
2257;Sidy Sarr;5;0;68.0
2258;Joan Sastre Vanrell;54;0;38.9
2259;Téji Savanier;31;0;58.5
2260;Stefan Savić;0;0;70.6
2261;Fabian Schär;9;0;56.5
2262;Louis Schaub;12;0;40.0
2263;Ezequiel Schelotto;14;0;80.0
2264;Patrik Schick;7;0;53.1
2265;Julian Schieber;1;0;0.0
2266;Kingsley Schindler;28;0;32.3
2267;Xaver Schlager;8;0;51.2
2268;Keven Schlotterbeck;1;0;58.7
2269;Nico Schlotterbeck;3;0;79.3
2270;Jeffrey Schlupp;8;0;54.3
2271;Kasper Schmeichel;0;0;
2272;Marcel Schmelzer;1;0;80.0
2273;Jonathan Schmid;59;0;54.0
2274;Manuel Schmiedebach;0;0;0.0
2275;Benno Schmitz;22;0;46.8
2276;Morgan Schneiderlin;4;0;62.1
2277;Lasse Schöne;31;0;47.7
2278;Sebastian Schonlau;1;0;62.0
2279;Alessandro Schöpf;11;0;16.7
2280;Jerdy Schouten;0;0;53.2
2281;Markus Schubert;0;0;
2282;Nico Schulz;16;0;50.0
2283;Alexander Schwolow;0;0;
2284;Matteo Scozzarella;16;0;42.9
2285;Aleksandar Sedlar;0;0;62.5
2286;Davie Selke;6;0;52.2
2287;Davie Selke;5;0;53.7
2288;Matz Sels;0;0;
2289;Ken Sema;115;0;50.0
2290;Nélson Semedo;23;2;60.9
2291;Alessandro Semprini;9;0;53.8
2292;Josep Señé;1;0;50.0
2293;Stefano Sensi;25;1;42.9
2294;Luigi Sepe;0;0;
2295;Suat Serdar;2;0;50.0
2296;Ryan Sessegnon;12;0;54.5
2297;Salva Sevilla;30;0;40.0
2298;Yevhen Shakhov;1;1;37.0
2299;Xherdan Shaqiri;4;0;42.9
2300;Billy Sharp;15;0;22.8
2301;Luke Shaw;24;0;58.2
2302;Khiry Shelton;0;0;
2303;Jonjo Shelvey;25;0;62.1
2304;Gen Shoji;0;0;100.0
2305;Djibril Sidibé;49;0;46.8
2306;Kalidou Sidibé;0;0;50.0
2307;Sidnei;0;0;67.5
2308;Theoson Siebatcheu;2;0;38.7
2309;Kaj Sierhuis;0;0;
2310;Gylfi Sigurðsson;47;0;39.1
2311;Luca Siligardi;6;0;63.6
2312;Adrien Silva;8;0;44.4
2313;André Silva;2;0;0.0
2314;André Silva;12;1;41.4
2315;Bernardo Silva;63;0;28.2
2316;David Silva;26;0;34.8
2317;Gabriel Silva;2;0;63.6
2318;Jonathan Silva;99;0;45.6
2319;Matheus Pereira da Silva;9;0;25.0
2320;Rui Silva;0;0;
2321;Thiago Silva;0;0;60.8
2322;Marco Silvestri;0;0;
2323;Mohamed Simakan;20;1;62.0
2324;Giovanni Simeone;20;1;24.7
2325;Moses Simon;59;0;20.0
2326;Unai Simón;0;0;
2327;Jack Simpson;0;0;66.7
2328;Sarpreet Singh;0;0;50.0
2329;Wilfried Singo;8;0;83.3
2330;Daley Sinkgraven;12;0;36.8
2331;Dimitris Siovas;8;0;65.5
2332;Salvatore Sirigu;1;0;
2333;Ibrahima Sissoko;15;0;58.2
2334;Moussa Sissoko;21;0;53.4
2335;Sambou Sissoko;0;0;0.0
2336;Pione Sisto;25;0;10.0
2337;Antonio Sivera;0;0;
2338;Ellyes Skhiri;7;0;55.3
2339;Oliver Skipp;0;0;0.0
2340;Łukasz Skorupski;0;0;
2341;Andreas Skov Olsen;34;0;31.3
2342;Robert Skov;76;0;42.9
2343;Simon Skrabb;8;0;25.0
2344;Milan Škriniar;2;1;55.2
2345;Steven Skrzybski;7;0;7.1
2346;Petar Škuletić;0;1;50.0
2347;Islam Slimani;23;0;50.0
2348;William Smallbone;4;0;12.5
2349;Chris Smalling;6;0;73.4
2350;Dennis Smarsch;0;0;
2351;Adam Smith;21;0;54.5
2352;Emile Smith-Rowe;1;0;
2353;Fyodor Smolov;8;0;37.8
2354;Robert Snodgrass;52;0;40.0
2355;Cédric Soares;17;0;40.0
2356;Cédric Soares;41;0;47.6
2357;Rafa Soares;11;0;50.0
2358;Lasse Sobiech;1;0;76.9
2359;Marcel Sobottka;0;0;25.0
2360;Rubén Sobrino;2;0;30.0
2361;Dominic Solanke;9;0;33.3
2362;Roberto Soldado;23;1;35.6
2363;Carlos Soler;14;0;50.0
2364;Oumar Solet;0;0;0.0
2365;Yann Sommer;0;0;
2366;Kévin Soni;1;0;
2367;David Soria;0;0;
2368;Bruno Soriano;0;0;40.0
2369;Juan Soriano;0;0;
2370;Roberto Soriano;29;3;33.3
2371;Riccardo Sottil;18;0;44.4
2372;Tomáš Souček;1;0;62.0
2373;Adama Soumaoro;0;0;76.9
2374;Adama Soumaoro;0;0;65.0
2375;Boubakary Soumaré;4;0;52.2
2376;Bryan Soumaré;5;0;36.4
2377;Arnaud Souquet;46;0;45.0
2378;Djibril Sow;24;0;43.1
2379;Çağlar Söyüncü;4;0;68.4
2380;Nikolas Špalek;33;0;16.0
2381;Leonardo Spinazzola;59;0;47.1
2382;Marco Sportiello;0;0;
2383;Mattia Sprocati;12;0;37.5
2384;Bassem Srarfi;3;0;0.0
2385;Dennis Srbeny;0;0;16.7
2386;Dennis Srbeny;2;0;35.1
2387;Jerry St. Juste;4;0;48.5
2388;Jack Stacey;16;0;55.0
2389;Kostas Stafylidis;8;0;50.0
2390;Benjamin Stambouli;1;0;52.4
2391;Junior Stanislas;13;0;60.0
2392;Niklas Stark;0;0;58.7
2393;Jed Steer;0;0;
2394;Renato Steffen;32;0;38.5
2395;Zack Steffen;0;0;
2396;Dale Stephens;5;0;46.5
2397;Jack Stephens;3;0;43.4
2398;Mariusz Stępiński;1;0;28.1
2399;Raheem Sterling;63;3;36.4
2400;Enda Stevens;84;0;57.4
2401;Marco Stiepermann;10;0;19.2
2402;Lars Stindl;13;1;35.6
2403;Kevin Stöger;24;0;33.3
2404;Vlatko Stojanovski;1;0;20.0
2405;John Stones;0;0;65.5
2406;Thomas Strakosha;0;0;
2407;Tobias Strobl;0;0;52.9
2408;Christian Strohdiek;4;0;57.3
2409;Kevin Strootman;8;0;47.4
2410;Jens Stryger Larsen;104;0;30.3
2411;Stefano Sturaro;19;2;40.7
2412;Damián Suárez;67;0;41.9
2413;Denis Suárez;40;1;15.8
2414;Luis Suárez;19;0;41.7
2415;Mathías Suárez;0;0;0.0
2416;Neven Subotić;5;0;77.2
2417;Isaac Success;1;0;12.5
2418;Marek Suchý;0;0;44.4
2419;Niklas Süle;1;0;84.2
2420;Ki Sung-yueng;0;0;
2421;Ki Sung-yueng;2;0;100.0
2422;Stoppila Sunzu;0;0;61.4
2423;Andrew Surman;1;0;41.7
2424;Sam Surridge;1;0;50.0
2425;Suso;22;0;37.5
2426;Suso;73;0;25.0
2427;Bosko Sutalo;3;0;57.9
2428;Markus Suttner;50;0;46.2
2429;Mattias Svanberg;5;0;53.3
2430;Issiaga Sylla;72;0;63.3
2431;Moussa Sylla;0;0;
2432;Eddy Sylvestre;0;0;0.0
2433;Ádám Szalai;8;0;44.3
2434;Wojciech Szczęsny;0;0;
2435;Andrea Tabanelli;13;0;41.7
2436;Tachi;0;0;22.2
2437;Panagiotis Tachtsidis;21;0;70.8
2438;Jonathan Tah;2;0;76.0
2439;Flavien Tait;11;0;22.2
2440;Mahdi Talal;0;0;
2441;Adrien Tameze;7;0;14.3
2442;Adrien Tameze;0;0;83.3
2443;Japhet Tanganga;2;0;65.5
2444;Adil Taoui;0;0;
2445;Edmond Tapsoba;0;0;50.0
2446;Matt Targett;55;0;46.4
2447;Rodrigo Tarín;1;0;63.0
2448;James Tarkowski;2;0;78.2
2449;Ciprian Tătărușanu;0;0;
2450;Júlio Tavares;13;0;54.5
2451;Charlie Taylor;66;0;60.3
2452;Neil Taylor;9;0;38.5
2453;Aurélien Tchouaméni;4;0;57.7
2454;Aurélien Tchouaméni;0;0;66.7
2455;Georg Teigl;0;0;50.0
2456;Álvaro Tejero;52;0;43.2
2457;Bernard Tekpetey;9;0;23.1
2458;Nathan Tella;0;0;50.0
2459;Cristian Tello;15;0;33.3
2460;Lino Tempelmann;0;0;0.0
2461;Łukasz Teodorczyk;1;0;45.0
2462;Hidde ter Avest;12;0;53.3
2463;Marc-André ter Stegen;0;0;
2464;Simon Terodde;3;0;44.7
2465;Pietro Terracciano;0;0;
2466;Martin Terrier;17;0;41.2
2467;Aleksa Terzić;0;0;
2468;Kenny Tete;35;0;36.4
2469;Alexander Tettey;1;0;61.7
2470;Florian Thauvin;0;0;
2471;Demba Thiam;0;0;
2472;Malick Thiaw;0;0;16.7
2473;Niclas Thiede;0;0;
2474;Jan Thielmann;10;0;46.2
2475;Sada Thioub;41;0;25.8
2476;Jordan Thomas;0;0;0.0
2477;Luke Thomas;13;0;23.1
2478;Romain Thomas;1;0;59.2
2479;Adrien Thomasson;49;0;24.0
2480;Erik Thommy;73;1;23.9
2481;Max Thompson;0;0;0.0
2482;Morten Thorsby;9;0;58.6
2483;Marcus Thuram;46;1;60.0
2484;Khéphren Thuram-Ulie;1;0;63.6
2485;Youri Tielemans;45;0;50.9
2486;Kieran Tierney;36;0;50.0
2487;Cheick Timite;2;0;75.0
2488;David Timor;14;0;55.9
2489;Marcel Tisserand;5;0;60.6
2490;Jean-Clair Todibo;0;0;33.3
2491;Jean-Clair Todibo;0;0;85.7
2492;Karl Toko Ekambi;10;0;21.2
2493;Karl Toko Ekambi;15;0;32.0
2494;Corentin Tolisso;11;0;50.0
2495;Jeremy Toljan;47;0;25.0
2496;Rafael Tolói;10;1;65.9
2497;Raúl de Tomás;8;1;33.8
2498;Takehiro Tomiyasu;25;0;51.0
2499;James Tomkins;0;0;77.3
2500;Fikayo Tomori;1;0;64.5
2501;Nenad Tomović;10;0;74.4
2502;Sandro Tonali;48;0;38.7
2503;Lorenzo Tonelli;2;0;50.0
2504;Toño;43;0;45.5
2505;Ömer Toprak;2;0;63.6
2506;Ernesto Torregrossa;13;0;35.6
2507;Lucas Torreira;5;0;33.3
2508;Ferrán Torres;81;0;49.4
2509;Óliver Torres;27;0;24.3
2510;Pau Torres;2;0;47.4
2511;Roberto Torres;83;0;41.7
2512;Lucas Torró;1;0;72.0
2513;Jordan Torunarigha;3;0;68.9
2514;Cenk Tosun;1;0;23.8
2515;Cenk Tosun;2;0;31.8
2516;Abdoulaye Touré;9;0;50.0
2517;Almamy Touré;50;0;61.3
2518;Lucas Tousart;10;0;51.3
2519;Andros Townsend;44;0;25.0
2520;Aleksandar Trajkovski;8;1;50.0
2521;Adama Traoré;13;0;24.1
2522;Adama Traoré;0;0;50.0
2523;Adama Traoré;148;0;48.5
2524;Amad Traoré;1;0;
2525;Bertrand Traoré;55;0;50.0
2526;Charles Traore;28;0;55.9
2527;Hamari Traoré;48;0;56.7
2528;Ibrahima Traoré;2;0;
2529;Ismaël Traoré;2;0;58.4
2530;Kevin Trapp;0;0;
2531;Miguel Trauco;15;0;31.0
2532;Mark Travers;0;0;
2533;Luca Tremolada;0;0;
2534;Trézéguet;41;1;37.8
2535;Manu Trigueros;7;0;34.1
2536;Christopher Trimmel;88;0;55.1
2537;Alessandro Tripaldelli;2;0;100.0
2538;Kieran Trippier;76;0;41.2
2539;William Troost-Ekong;1;0;63.4
2540;Leandro Trossard;69;0;8.3
2541;Tom Trybull;0;0;57.5
2542;Axel Tuanzebe;1;0;23.1
2543;Georgi Tunjov;3;0;50.0
2544;Stefano Turati;0;0;
2545;Gennaro Tutino;0;0;41.7
2546;Matthieu Udol;27;0;53.8
2547;Hwang Ui-jo;11;0;43.3
2548;Anthony Ujah;7;0;47.2
2549;Samir Ujkani;0;0;
2550;Sven Ulreich;0;0;
2551;Samuel Umtiti;0;0;68.8
2552;Enes Ünal;9;3;42.4
2553;Cengiz Ünder;39;0;55.6
2554;Dayot Upamecano;1;0;65.6
2555;Mark Uth;23;3;30.8
2556;Mark Uth;5;0;33.3
2557;Tomáš Vaclík;0;0;
2558;Álvaro Vadillo;34;0;20.7
2559;William Vainqueur;12;0;50.0
2560;Mirko Valdifiori;23;0;66.7
2561;Pierrick Valdivia;0;0;0.0
2562;Germán Valera;0;0;
2563;Antoine Valerio;0;0;50.0
2564;Borja Valero;3;0;31.3
2565;Yan Valery;8;0;52.5
2566;Martin Valjent;6;0;54.7
2567;Jesús Vallejo;0;0;50.0
2568;Jesús Vallejo;0;0;35.3
2569;Manu Vallejo;3;0;25.0
2570;Luca Valls;0;0;100.0
2571;Theo Valls;13;0;45.0
2572;Mattia Valoti;17;1;42.9
2573;Federico Valverde;17;0;59.5
2574;Raphaël Varane;5;0;71.8
2575;Jamie Vardy;35;1;34.6
2576;Matías Vargas;29;0;14.3
2577;Ruben Vargas;28;1;28.2
2578;Thibaut Vargas;6;0;0.0
2579;Sebastian Vasiliadis;15;0;44.4
2580;Indiana Vassilev;0;0;0.0
2581;Denis Vavro;0;0;60.0
2582;Franco Vázquez;15;0;49.2
2583;Kevin Vázquez;21;0;40.4
2584;Lucas Vázquez;44;1;40.0
2585;Matías Vecino;12;0;42.4
2586;Koke Vegas;0;0;
2587;Miloš Veljković;4;0;42.2
2588;Miguel Veloso;63;0;55.8
2589;Unai Vencedor Paris;2;0;0.0
2590;Lorenzo Venuti;19;1;61.1
2591;Brayan Vera;6;0;0.0
2592;Simone Verdi;78;0;32.4
2593;Jordan Veretout;20;0;41.2
2594;Marco Verratti;13;0;47.1
2595;Valerio Verre;23;0;20.9
2596;Birger Verstraete;8;0;31.6
2597;Jan Vertonghen;10;0;70.2
2598;Mikel Vesga;13;0;60.7
2599;Jannik Vestergaard;1;0;72.7
2600;Rúben Vezo;3;1;70.7
2601;Francesco Vicari;2;0;58.1
2602;Fede Vico;17;0;45.5
2603;Aleix Vidal;57;1;32.3
2604;Arturo Vidal;13;0;51.6
2605;Clément Vidal;0;0;80.0
2606;Nacho Vidal;63;0;54.8
2607;Ronaldo Vieira;14;0;39.8
2608;Mauro Vigorito;0;0;
2609;Dídac Vilà;48;0;49.1
2610;Toni Villa;23;0;31.6
2611;Asier Villalibre;5;0;51.7
2612;Gonzalo Villar;0;0;66.7
2613;Iván Villar;0;0;
2614;Juan Villar;0;0;41.2
2615;Rúben Vinagre;20;0;35.3
2616;Luigi Vitale;2;0;
2617;Vitolo;10;0;25.5
2618;Mattia Viviani;3;0;33.3
2619;Dušan Vlahović;16;0;38.8
2620;Kevin Vogt;0;0;66.7
2621;Kevin Vogt;1;0;51.9
2622;Jake Vokins;4;0;
2623;Kevin Volland;35;0;37.3
2624;Mario Vrančić;5;0;40.9
2625;Stefan de Vrij;0;0;66.4
2626;Giacomo Vrioni;0;0;
2627;Šime Vrsaljko;14;0;84.2
2628;Nikola Vukčević;1;0;51.4
2629;Matěj Vydra;5;0;28.8
2630;Molla Wagué;2;0;81.1
2631;Moussa Wagué;7;0;40.0
2632;Moussa Wagué;6;0;
2633;Wakaso;18;0;45.9
2634;Walace;2;0;65.0
2635;Theo Walcott;40;0;28.0
2636;Luca Waldschmidt;5;1;23.8
2637;Kyle Walker;50;0;46.5
2638;Kyle Walker-Peters;8;0;16.7
2639;Kyle Walker-Peters;4;0;33.3
2640;Rémi Walter;0;0;0.0
2641;Sebastian Walukiewicz;2;0;42.9
2642;Aaron Wan-Bissaka;71;0;53.8
2643;Victor Wanyama;0;0;100.0
2644;Joel Ward;33;0;66.7
2645;James Ward-Prowse;62;1;58.4
2646;Daniel Wass;66;0;59.7
2647;Kelland Watts;0;0;
2648;Timothy Weah;0;0;50.0
2649;Adam Webster;9;0;70.0
2650;Wout Weghorst;9;1;58.0
2651;Julian Weigl;0;0;66.7
2652;Mitchell Weiser;21;0;57.9
2653;Danny Welbeck;2;1;50.0
2654;Wendell;20;0;50.0
2655;Oscar Wendt;40;0;26.8
2656;Timo Werner;84;1;24.3
2657;Ashley Westwood;47;0;37.8
2658;Connor Wickham;1;0;58.8
2659;Felix Wiedwald;0;0;
2660;Georginio Wijnaldum;6;0;41.1
2661;Jetro Willems;27;0;57.6
2662;William;47;0;55.6
2663;Brandon Williams;14;1;54.5
2664;Iñaki Williams;53;2;36.6
2665;Neco Williams;7;0;55.6
2666;Willian;86;1;30.3
2667;Joe Willock;12;0;37.5
2668;Jack Wilshere;0;0;100.0
2669;Callum Wilson;31;2;26.2
2670;Harry Wilson;21;0;34.5
2671;Harry Winks;15;0;62.5
2672;Florian Wirtz;8;0;0.0
2673;Axel Witsel;9;0;65.5
2674;Hannes Wolf;0;0;33.3
2675;Marius Wolf;33;0;43.5
2676;Nick Woltemade;0;0;20.0
2677;Chris Wood;5;0;37.7
2678;Xeka;3;0;42.4
2679;Granit Xhaka;13;0;49.5
2680;Jawad El Yamiq;1;0;62.5
2681;Andriy Yarmolenko;22;0;33.3
2682;Yusuf Yazıcı;16;0;0.0
2683;DeAndre Yedlin;19;0;31.8
2684;Yoel;0;0;
2685;Okay Yokuşlu;5;0;66.1
2686;Maya Yoshida;0;0;63.6
2687;Maya Yoshida;1;0;66.7
2688;Elie Youan;3;0;53.8
2689;Amin Younes;2;0;0.0
2690;Ashley Young;24;0;62.5
2691;Ashley Young;31;0;50.0
2692;Zaydou Youssouf;8;0;45.0
2693;Pablo Zabaleta;12;0;47.1
2694;Mattia Zaccagni;36;3;44.6
2695;Dan-Axel Zagadou;1;0;74.0
2696;Arthur Zagre;0;0;
2697;Wilfried Zaha;85;1;29.6
2698;Denis Zakaria;1;0;57.4
2699;Joseba Zaldúa;81;0;67.0
2700;Andre-Frank Zambo Anguissa;9;0;57.4
2701;Luca Zanimacchia;4;0;100.0
2702;Nicolò Zaniolo;25;0;28.6
2703;Cristián Zapata;3;0;72.8
2704;Duván Zapata;27;1;40.2
2705;Davide Zappacosta;21;0;0.0
2706;Simone Zaza;9;1;39.7
2707;Marvin Zeegelaar;9;0;40.0
2708;Mootaz Zemzemi;0;0;0.0
2709;Arber Zeneli;0;0;
2710;Robin Zentner;0;0;0.0
2711;Piotr Zieliński;39;0;51.6
2712;Jean Zimmer;15;0;0.0
2713;Christoph Zimmermann;0;0;76.5
2714;Matthias Zimmermann;92;0;49.4
2715;Oleksandr Zinchenko;33;0;59.6
2716;Leopold Zingerle;0;0;
2717;Joshua Zirkzee;2;0;33.3
2718;Richairo Živković;1;0;10.0
2719;Jaromír Zmrhal;20;0;48.0
2720;Kévin Zohi;10;0;22.2
2721;Ben Zolinski;7;0;35.1
2722;Kurt Zouma;0;0;76.7
2723;Igor Zubeldia;4;0;46.3
2724;Steven Zuber;11;0;33.3
2725;Martín Zubimendi;2;0;85.7
2726;Ervin Zukanović;0;0;60.0
2727;Bongani Zungu;3;0;41.9
2728;Szymon Żurkowski;0;0;100.0
2729;David Zurutuza;2;0;46.7
2730;Martin Ødegaard;38;0;35.5
2731;Filip Đuričić;5;1;32.4
