;Player;TacklesWon;TklDribbling;Blocks;SuccPressRatio
658;Stefano Denswil;35;30;50;28.5
659;Fabio Depaoli;26;15;42;22.8
660;Memphis Depay;9;2;4;28.3
661;Kastriot Dermaku;6;3;27;29.8
662;Daniele Dessena;15;10;21;24.0
663;Mattia Destro;3;1;1;20.9
664;Mattia Destro;0;0;1;20.7
665;Gerard Deulofeu;21;13;16;26.0
666;Deyverson;0;0;2;15.9
667;Samuel Di Carmine;2;0;3;27.4
668;Federico Di Francesco;6;2;13;25.4
669;Giovanni Di Lorenzo;43;33;48;31.4
670;Ángel Di María;13;7;20;25.4
671;Boulaye Dia;13;2;16;28.8
672;Fousseni Diabaté;10;3;15;26.2
673;Moussa Diaby;4;2;15;29.4
674;Mouctar Diakhaby;10;3;23;31.5
675;Bafodé Diakité;14;11;23;33.6
676;Abdou Diallo;10;6;22;37.3
677;Habib Diallo;2;0;10;19.4
678;Ibrahima Diallo;38;10;15;32.2
679;Moussa Diarra;1;1;0;26.7
680;Raphael Dias Belloli;20;9;34;25.1
681;Lucas Dias;0;0;0;
682;Amadou Diawara;32;10;23;29.9
683;Brahim Díaz;1;0;1;14.3
684;Víctor Díaz;45;27;88;29.6
685;Bakaye Dibassy;19;13;54;32.2
686;Eric Dier;14;6;26;26.5
687;Lucas Digne;39;30;69;26.9
688;Virgil van Dijk;20;6;32;34.6
689;Mitchell Dijks;10;8;21;33.6
690;Javairô Dilrosun;6;6;45;23.4
691;Federico Dimarco;6;5;8;32.6
692;Federico Dimarco;1;0;1;62.5
693;Tristan Dingomé;7;2;11;26.9
694;Lois Diony;8;2;3;29.4
695;Issa Diop;16;15;47;34.6
696;Papakouli Diop;27;15;37;27.3
697;Assane Dioussé;1;0;3;12.5
698;Axel Disasi;23;13;44;32.6
699;Tiago Djaló;8;5;8;38.5
700;Djené;28;16;24;36.9
701;Moussa Djenepo;18;8;24;29.8
702;Koffi Djidji;13;4;41;24.3
703;Alexander Djiku;40;25;30;34.5
704;Berat Djimsiti;25;28;38;35.6
705;Naïs Djouahra;0;0;0;0.0
706;Marko Dmitrović;0;0;1;0.0
707;Matt Doherty;33;26;64;28.2
708;Kasper Dolberg;8;9;18;23.0
709;Keagan Dolly;1;1;2;35.8
710;Jaume Doménech;0;0;0;
711;Nicolás Domínguez;16;11;14;30.6
712;Giulio Donati;25;11;36;31.3
713;Ji Dong-won;0;0;1;15.8
714;Anastasios Donis;3;1;3;21.7
715;Alfredo Donnarumma;7;3;10;19.1
716;Gianluigi Donnarumma;0;0;0;33.3
717;Gabriel Dos Santos;31;14;40;39.1
718;Mathieu Dossevi;22;12;32;23.8
719;Bas Dost;4;1;10;29.4
720;Abdoulaye Doucouré;49;16;59;25.1
721;Mamadou Doucouré;0;0;0;
722;Moussa Doumbia;14;8;19;24.9
723;Souleyman Doumbia;0;1;3;33.3
724;Souleyman Doumbia;4;5;14;30.5
725;Thomas Doyle;0;0;0;20.0
726;Mohamed Dräger;26;13;39;32.9
727;Aleksandar Dragović;15;9;24;36.1
728;Bartłomiej Drągowski;0;0;0;0.0
729;Julian Draxler;8;5;13;33.3
730;Dominick Drexler;19;8;26;29.4
731;Danny Drinkwater;5;1;3;20.8
732;Danny Drinkwater;2;0;1;21.7
733;Josip Drmić;3;1;8;25.4
734;Domingos Duarte;21;7;49;35.6
735;Léo Duarte;1;1;12;22.6
736;Óscar Duarte;7;2;11;38.8
737;Rubén Duarte;38;30;62;29.9
738;Edgaras Dubickas;0;0;0;0.0
739;Leo Dubois;21;12;26;30.3
740;Martin Dúbravka;0;0;2;0.0
741;Ondrej Duda;15;7;18;27.4
742;Ondrej Duda;3;0;5;18.1
743;Shane Duffy;9;4;21;34.0
744;Haris Duljević;9;3;7;37.8
745;Paul Dummett;6;12;42;24.5
746;Alfred Duncan;7;4;8;33.6
747;Alfred Duncan;11;7;12;27.5
748;Lewis Dunk;28;13;71;43.1
749;Erik Durm;8;5;15;25.7
750;Riza Durmisi;1;1;3;33.3
751;Hugo Duro;2;2;4;29.6
752;Jean-Kevin Duverne;11;7;35;37.4
753;Paulo Dybala;18;8;26;27.7
754;Edin Džeko;11;1;12;28.6
755;Blerim Džemaili;16;7;15;26.0
756;Bruno Ecuele Manga;20;7;50;40.8
757;Simone Edera;7;2;2;30.3
758;Ederson;1;1;0;28.6
759;John Egan;27;21;73;34.1
760;Johannes Eggestein;5;4;9;29.2
761;Maximilian Eggestein;32;12;58;27.0
762;Kingsley Ehizibue;51;31;50;28.4
763;Albin Ekdal;44;19;48;29.8
764;Harvey Elliot;0;0;0;
765;Elif Elmas;10;6;17;27.6
766;Ilay Elmkies;1;0;0;100.0
767;Ahmed Elmohamady;17;10;11;25.7
768;Aritz Elustondo;13;13;28;27.9
769;Nico Elvedi;37;15;49;42.3
770;Rodrigo Ely;16;10;38;30.6
771;Adri Embarba;18;12;37;29.5
772;Breel Embolo;15;6;15;24.1
773;Emerson;45;25;57;25.2
774;Renaud Emond;4;0;5;31.6
775;Alan Empereur;13;8;23;38.0
776;Youssef En-Nesyri;5;2;17;16.9
777;Youssef En-Nesyri;6;1;8;27.5
778;Björn Engels;4;5;26;35.8
779;Sergi Enrich;17;0;30;30.7
780;Javier Eraso;8;4;15;25.5
781;Christian Eriksen;12;5;19;21.2
782;Christian Eriksen;6;2;4;22.0
783;Gonzalo Escalante;29;17;35;31.3
784;Aarón Escandell;0;0;0;0.0
785;Sergio Escudero;13;13;19;30.9
786;Espeto;39;24;44;25.1
787;Bernardo Espinosa;19;11;31;40.7
788;Sebastiano Esposito;3;0;5;30.8
789;Esquerdo;0;0;1;25.0
790;Alexander Esswein;3;1;9;18.2
791;Pervis Estupiñán;57;37;58;33.6
792;Oghenekaro Etebo;14;7;9;30.8
793;Beñat Etxebarria;4;1;8;23.2
794;Xabier Etxeita;11;9;21;32.9
795;Antony Evans;4;1;3;25.6
796;Jonny Evans;31;27;54;39.9
797;Edu Expósito;41;16;28;30.8
798;Valentin Eysseric;1;0;2;21.9
799;Valentin Eysseric;0;0;1;12.5
800;Łukasz Fabiański;0;0;0;20.0
801;Fabinho;53;26;36;32.5
802;Fábio;24;30;15;35.3
803;Cesc Fàbregas;9;4;11;27.6
804;Fabricio;0;0;0;
805;Ralf Fährmann;0;0;0;
806;Fayçal Fajr;1;0;7;32.0
807;Luca Falbo;0;0;0;100.0
808;Filippo Falco;15;4;13;23.8
809;Eliseo Falcon;0;0;0;14.3
810;Wladimiro Falcone;0;0;0;0.0
811;Simon Falette;1;1;5;35.7
812;Iago Falque;0;0;4;29.4
813;Iago Falque;2;2;8;22.8
814;Akin Famewo;0;0;0;
815;Andri Fannar Baldursson;1;1;2;22.0
816;Paolo Faragò;29;22;37;28.3
817;Davide Faraoni;36;22;93;31.0
818;Mohamed Fares;3;2;7;24.1
819;Diego Farias;5;5;9;14.8
820;Ansu Fati;10;6;16;30.4
821;Julien Faussurier;28;18;46;33.5
822;Andrea Favilli;5;0;5;20.0
823;Federico Fazio;11;6;16;38.1
824;Aleix Febas;25;10;16;26.0
825;Zouhair Feddal;11;4;19;33.1
826;Ljubomir Fejsa;17;7;9;25.8
827;Nabil Fekir;26;7;36;24.4
828;Felipe;18;14;29;36.3
829;Luiz Felipe;25;25;65;28.3
830;Lucas Felippe;0;1;0;33.3
831;Ohis Felix Uduokhai;24;19;54;31.8
832;João Félix;4;0;11;22.3
833;Kiko Femenía;32;26;35;25.2
834;Zinedine Ferhat;16;14;24;29.3
835;Bruno Fernandes;14;5;14;25.0
836;Edimilson Fernandes;26;18;34;28.4
837;Gedson Fernandes;1;0;1;27.8
838;Gelson Fernandes;20;6;15;28.5
839;Matheus Fernandes;4;3;2;35.3
840;Aitor Fernández;0;0;0;42.9
841;Andrés Fernández;0;0;0;
842;Carlos Fernández;13;4;24;22.4
843;Federico Fernández;32;27;61;31.6
844;Gabriel Fernández;2;0;6;26.3
845;Joaquín Fernández;23;9;33;27.2
846;Fernandinho;25;18;40;41.0
847;Fernando;44;28;58;36.8
848;Juan Ferney Otero;11;10;25;22.6
849;Alex Ferrari;12;4;22;25.6
850;Facundo Ferreyra;5;2;4;18.6
851;Jordan Ferri;17;18;13;27.0
852;Oliver Fink;20;4;15;24.7
853;Alfreð Finnbogason;5;0;12;27.6
854;Roberto Firmino;26;10;47;31.1
855;Junior Firpo;14;13;26;24.2
856;John Fleck;24;18;44;26.5
857;Mark Flekken;0;0;0;0.0
858;Sergio Floccari;6;0;11;22.3
859;Alessandro Florenzi;10;9;17;20.0
860;Alessandro Florenzi;13;5;22;32.8
861;Phil Foden;9;7;9;29.2
862;Mamadou Fofana;36;16;34;32.5
863;Seko Fofana;12;6;27;23.5
864;Wesley Fofana;14;8;22;41.7
865;Youssouf Fofana;15;6;16;34.9
866;Youssouf Fofana;14;7;15;33.2
867;Thomas Foket;36;24;37;34.3
868;Lamine Fomba;31;14;37;28.1
869;José Fonte;15;13;22;36.3
870;Pablo Fornals;29;16;51;26.1
871;Emil Forsberg;12;7;19;30.2
872;Hernâni Fortes;3;0;12;20.0
873;Ben Foster;0;0;1;0.0
874;Lyle Foster;0;0;0;25.0
875;Timothy Fosu-Mensah;1;1;0;26.3
876;Dimitri Foulquier;1;0;2;33.3
877;Dimitri Foulquier;8;13;24;29.3
878;Juan Foyth;4;2;2;35.7
879;Gianluca Frabotta;1;2;4;35.3
880;Raphael Framberger;24;21;35;29.7
881;Simon Francis;12;11;29;27.1
882;Mike Frantz;4;1;6;24.1
883;Ryan Fraser;8;4;28;21.8
884;Fred;51;29;64;27.4
885;Ryan Fredericks;48;33;42;29.8
886;Kieron Freeman;0;0;0;0.0
887;Luke Freeman;4;2;9;25.0
888;Remo Freuler;48;21;60;32.7
889;Marco Friedl;44;28;56;28.9
890;Marvin Friedrich;35;17;63;37.7
891;Samúel Friðjónsson;2;2;4;26.7
892;Jorge de Frutos;0;1;1;11.8
893;Christian Fuchs;9;8;29;31.3
894;Angelo Fulgini;23;12;22;28.6
895;Niclas Füllkrug;1;1;5;20.9
896;Ramiro Funes Mori;1;0;8;32.4
897;Daniel Fuzato;0;0;0;
898;Matteo Gabbia;4;5;10;27.4
899;Manolo Gabbiadini;11;4;10;25.4
900;Gabriel;0;0;0;16.7
901;Ruben Gabrielsen;7;1;7;39.5
902;Mijat Gaćinović;17;7;26;28.4
903;Luca Gagliano;0;0;0;16.7
904;Roberto Gagliardini;27;13;41;32.4
905;Riccardo Gagliolo;39;28;75;27.9
906;Nicolás Gaitán;1;1;4;16.7
907;Marvin Gakpa;7;4;9;27.5
908;Enric Gallego;6;1;9;27.7
909;Enric Gallego;2;0;3;21.1
910;Kévin Gameiro;12;3;13;20.7
911;Fran Gámez;40;35;58;22.8
912;Idrissa Gana Gueye;47;20;31;31.6
913;Ignatius Ganago;8;4;9;16.8
914;Ezequiel Garay;7;7;26;28.6
915;Dani García;43;22;52;30.9
916;David García;27;17;46;35.4
917;Eric García;4;6;8;27.0
918;Javi García;1;0;3;18.2
919;Manu García;38;15;33;30.8
920;Raúl García;13;9;24;30.8
921;Raúl García;37;15;56;27.1
922;Raúl García;5;2;10;29.4
923;Rubén García;26;9;46;30.9
924;Unai García;5;3;18;33.3
925;Víctor García;2;0;2;22.2
926;James Garner;0;0;0;0.0
927;Manuel Garrido;0;0;1;30.4
928;Mario Gaspar;20;21;49;28.9
929;Daniele Gastaldello;8;2;15;38.1
930;Dwight Gayle;10;2;10;27.7
931;Paulo Gazzaniga;0;0;0;0.0
932;Jean-Philippe Gbamin;4;1;2;44.8
933;Yann Gboho;2;0;4;29.7
934;David de Gea;0;0;0;0.0
935;Theodor Gebre Selassie;30;19;50;33.2
936;Dennis Geiger;10;2;12;27.9
937;Jérémy Gélin;6;5;24;40.2
938;Christian Gentner;36;18;62;27.1
939;Yannick Gerhardt;20;5;16;34.9
940;Valère Germain;19;7;31;23.1
941;Gervinho;7;3;7;22.8
942;Anwar El Ghazi;10;5;18;21.1
943;Rachid Ghezzal;17;9;11;25.6
944;Andrea Ghezzi;1;0;0;0.0
945;Paolo Ghiglione;19;13;28;29.1
946;Andrea Ghion;1;1;0;75.0
947;Saman Ghoddos;2;1;5;20.0
948;Faouzi Ghoulam;3;2;9;23.8
949;Morgan Gibbs-White;1;0;2;37.0
950;Niko Gießelmann;23;23;42;25.8
951;Rafał Gikiewicz;0;0;0;50.0
952;José Antonio Martínez Gil;11;8;16;40.0
953;Billy Gilmour;4;3;6;38.9
954;Daniel Ginczek;3;1;6;34.7
955;Matthias Ginter;20;14;47;36.4
956;Andrei Girotto;54;36;43;39.4
957;Olivier Giroud;3;0;20;28.7
958;Klaus Gjasula;47;33;47;31.7
959;Kamil Glik;13;13;41;31.3
960;Serge Gnabry;25;13;28;31.6
961;Joris Gnagnon;15;10;28;39.4
962;Eddy Gnahoré;20;5;27;23.2
963;Ben Godfrey;22;12;47;32.9
964;Diego Godín;29;17;23;31.9
965;Akaki Gogia;1;1;4;26.9
966;Mauro Goicoechea;0;0;0;
967;Edoardo Goldaniga;7;1;16;36.7
968;Benjamin Goller;6;4;3;18.5
969;Pierluigi Gollini;0;0;0;37.5
970;Aleksandr Golovin;35;16;41;24.4
971;André Gomes;24;7;28;25.1
972;Angel Gomes;0;0;1;9.1
973;Ibai Gómez;3;2;11;30.7
974;Joe Gomez;15;10;25;39.7
975;Maxi Gómez;7;2;12;23.3
976;Moi Gómez;16;8;51;27.5
977;Papu Gómez;24;18;35;28.1
978;Sergi Gómez;4;4;11;40.4
979;Alfred Gomis;0;0;1;0.0
980;Maxime Gonalons;39;23;26;31.1
981;Mathieu Goncalves;4;3;8;35.3
982;Jérôme Gondorf;5;3;2;24.5
983;Álvaro González;8;7;11;26.8
984;Bruno González;2;1;1;25.0
985;Bruno González;4;2;7;45.2
986;Édgar González;7;4;11;26.7
987;Gonzalo;0;0;0;0.0
988;Anthony Gordon;6;1;12;21.5
989;Leon Goretzka;21;6;21;30.7
990;Andoni Gorosabel;9;12;14;33.0
991;Robin Gosens;32;18;56;30.7
992;Dan Gosling;20;7;38;25.8
993;Mario Götze;8;5;7;23.0
994;Prince-Désir Gouano;2;0;5;36.0
995;Amine Gouiri;0;0;0;
996;Jeffrey Gouweleeuw;25;10;34;39.9
997;Max Gradel;28;14;27;24.0
998;Samuel Grandsir;19;9;20;28.5
999;Esteban Granero;7;3;4;26.7
1000;Alberto Grassi;7;4;16;32.1
1001;Andre Gray;5;1;3;26.7
1002;Demarai Gray;5;3;10;30.2
1003;Jack Grealish;28;8;55;26.8
1004;Mason Greenwood;13;7;15;32.1
1005;Michael Gregoritsch;3;0;5;21.5
1006;Michael Gregoritsch;4;1;15;27.0
1007;Clément Grenier;10;11;9;23.9
1008;Antoine Griezmann;18;9;29;31.6
1009;Vincenzo Grifo;0;0;0;0.0
1010;Vincenzo Grifo;9;5;23;26.7
1011;Florian Grillitsch;45;26;53;32.2
1012;Jérémy Grimm;0;0;0;100.0
1013;Arnaut Groeneveld;5;2;3;41.0
1014;Christian Groß;12;6;19;29.1
1015;Pascal Groß;21;8;27;26.1
1016;Carlos Gruezo;18;5;7;27.1
1017;Marko Grujić;34;23;50;26.7
1018;Vicente Guaita;0;0;0;33.3
1019;Andrés Guardado;18;14;31;23.4
1020;Sergi Guardiola;11;2;35;17.9
1021;Nemanja Gudelj;12;6;28;29.9
1022;Gonçalo Guedes;21;8;14;24.7
1023;Mattéo Guendouzi;13;10;40;28.4
1024;Raphaël Guerreiro;29;15;45;43.2
1025;Adrián Guerrero;1;1;2;13.3
1026;Ander Guevara;18;10;13;28.7
1027;Babacar Guèye;0;0;1;17.6
1028;John Guidetti;2;0;1;21.4
1029;Josuha Guilavogui;28;12;41;32.9
1030;Frederic Guilbert;38;34;65;27.6
1031;Hugo Guillamón;8;8;5;30.4
1032;Bruno Guimarães;9;2;5;31.9
1033;Sehrou Guirassy;4;1;14;24.0
1034;Rafik Guitane;0;0;0;100.0
1035;Péter Gulácsi;0;0;0;100.0
1036;Manuel Gulde;20;9;41;34.6
1037;Sinan Gümüş;0;0;1;10.0
1038;İlkay Gündoğan;19;10;25;28.6
1039;Angus Gunn;0;0;0;33.3
1040;Christian Günter;23;10;50;28.0
1041;Koray Günter;23;14;61;30.8
1042;Régis Gurtner;0;0;0;0.0
1043;Luiz Gustavo;6;2;5;35.4
1044;Ismael Gutiérrez;1;0;3;31.6
1045;Jonathan de Guzmán;1;1;3;40.0
1046;Janik Haberer;23;12;32;29.8
1047;Alexander Hack;16;12;35;34.7
1048;Munir El Haddadi;19;5;12;33.3
1049;André Hahn;5;1;26;25.4
1050;Amadou Haidara;21;9;18;31.0
1051;Achraf Hakimi;37;23;54;34.3
1052;Erling Håland;5;2;12;28.6
1053;Sébastien Haller;17;3;34;22.1
1054;Marcel Halstenberg;20;26;56;34.9
1055;Romain Hamouma;14;3;10;27.5
1056;Samir Handanović;0;0;0;0.0
1057;Grant Hanley;17;11;34;35.0
1058;Lukáš Haraslín;5;3;6;23.8
1059;Amine Harit;11;5;17;29.6
1060;Martin Harnik;0;0;0;50.0
1061;Makoto Hasebe;20;12;56;42.9
1062;Hans Hateboer;24;22;42;30.3
1063;Kortney Hause;22;11;46;40.1
1064;Kai Havertz;20;8;27;30.7
1065;Isaac Hayden;37;12;38;26.5
1066;Eden Hazard;7;3;9;28.3
1067;Thorgan Hazard;36;13;37;26.4
1068;Tom Heaton;0;0;0;0.0
1069;Jonas Hector;45;23;60;33.0
1070;Dominique Heintz;31;15;53;28.5
1071;Dean Henderson;0;0;1;0.0
1072;Jordan Henderson;36;23;37;31.8
1073;Liam Henderson;2;2;1;26.3
1074;Jeff Hendrick;10;2;35;19.4
1075;Wayne Hennessey;0;0;0;
1076;Rouwen Hennings;4;1;17;25.5
1077;Benjamin Henrichs;13;12;31;29.4
1078;Dalbert Henrique;30;17;53;27.0
1079;Christophe Hérelle;9;4;21;18.9
1080;Mario Hermoso;9;7;16;27.8
1081;Aridane Hernández;24;14;34;45.0
1082;Javier Hernández;0;0;0;23.1
1083;Javier Hernández;4;1;8;32.3
1084;Juan Hernández;0;0;0;6.3
1085;Lucas Hernández;9;12;20;36.0
1086;Onel Hernández;27;13;21;33.9
1087;Theo Hernández;48;27;66;33.8
1088;Hernani;47;19;81;23.8
1089;Ander Herrera;10;10;7;33.3
1090;Héctor Herrera;26;12;28;31.8
1091;Sergio Herrera;0;0;0;33.3
1092;Yangel Herrera;56;21;57;26.3
1093;Iago Herrerín;0;0;0;0.0
1094;Patrick Herrmann;20;4;20;29.0
1095;Pablo Hervías;18;14;13;31.1
1096;Son Heung-min;21;11;28;24.4
1097;Gonzalo Higuaín;8;3;19;24.0
1098;Vitorino Hilton;24;18;37;35.3
1099;Martin Hinteregger;47;25;60;35.6
1100;George Hirst;0;0;0;0.0
1101;Marwin Hitz;0;0;0;
1102;André Hoffmann;22;12;29;37.8
1103;Nicolas Höfler;45;20;70;25.0
1104;Jonas Hofmann;27;22;36;25.0
1105;Jonas Hofmann;0;0;1;0.0
1106;Marco Höger;7;6;18;28.7
1107;Rob Holding;3;2;19;29.8
1108;José Holebas;12;6;23;33.0
1109;Lucas Höler;18;10;39;23.8
1110;Mason Holgate;28;21;32;31.8
1111;Nathan Holland;0;0;1;30.8
1112;Gerrit Holtmann;12;11;34;29.2
1113;Josué Homawoo;1;2;4;20.0
1114;Franck Honorat;16;5;19;35.6
1115;Luca Horn;0;0;0;
1116;Timo Horn;0;0;0;12.5
1117;Krisztofer Horváth;1;0;1;37.5
1118;Conor Hourihane;14;8;27;17.0
1119;Lukáš Hrádecký;0;0;0;33.3
1120;Benjamin Hübner;21;17;38;33.2
1121;Florian Hübner;6;8;20;30.9
1122;Callum Hudson-Odoi;5;1;18;24.0
1123;Will Hughes;49;27;66;26.8
1124;Mats Hummels;47;19;56;43.3
1125;Uwe Hünemeier;20;13;34;41.1
1126;Adrien Hunou;16;5;21;29.5
1127;Jannik Huth;0;0;0;0.0
1128;Elseid Hysaj;17;9;32;31.7
1129;Suk Hyun-jun;4;1;4;44.7
1130;Pierre Højbjerg;57;36;63;33.5
1131;Simone Iacoponi;32;26;59;35.0
1132;Iago;5;8;18;17.8
1133;Robert Ibáñez;3;5;11;26.7
1134;Roger Ibanez;8;6;12;31.3
1135;Jordon Ibe;3;0;0;27.3
1136;Vedad Ibišević;1;2;4;27.9
1137;Vicente Iborra;41;28;51;25.3
1138;Didier Ibrahim Ndong;58;25;37;31.0
1139;Zlatan Ibrahimović;3;0;9;23.0
1140;Mauro Icardi;4;0;10;25.8
1141;Adam Idah;4;1;6;25.0
1142;Odion Ighalo;2;1;2;21.7
1143;Borja Iglesias;5;0;15;19.5
1144;Igor;17;8;34;24.6
1145;Igor;10;5;11;31.5
1146;Kelechi Iheanacho;5;3;9;29.0
1147;Luc Ihorst;1;0;0;37.5
1148;Jonathan Ikone;13;8;26;27.4
1149;Yun Il-lok;1;0;0;25.6
1150;Josip Iličić;21;7;19;26.5
1151;Asier Illarramendi;2;1;2;30.8
1152;Stefan Ilsanker;3;1;9;45.5
1153;Stefan Ilsanker;16;11;11;38.1
1154;Giannelli Imbula;0;0;2;0.0
1155;Ciro Immobile;7;0;19;21.5
1156;Edmilson Indjai;0;0;0;25.0
1157;Roberto Inglese;7;2;10;25.8
1158;Danny Ings;32;15;64;26.4
1159;Marcus Ingvartsen;11;8;26;26.8
1160;Lorenzo Insigne;23;12;28;28.8
1161;Takashi Inui;17;11;33;24.5
1162;Artur Ioniță;20;12;39;26.7
1163;Alexander Isak;7;2;10;28.6
1164;Isco;8;4;17;23.1
1165;Nicolas Isimat-Mirin;16;8;29;38.4
1166;Jakub Iskra;0;0;0;0.0
1167;Gian-Luca Itter;0;0;0;25.0
1168;Ander Iturraspe;0;0;2;18.6
1169;Alex Iwobi;14;10;20;26.0
1170;Armando Izzo;33;16;67;31.1
1171;Jacobo;1;0;0;26.3
1172;Phil Jagielka;4;1;9;34.6
1173;Filip Jagiełło;4;0;6;18.7
1174;Alireza Jahanbakhsh;3;3;5;39.2
1175;Mato Jajalo;25;16;33;27.4
1176;Ismail Jakobs;33;10;34;26.8
1177;Christophe Jallet;15;11;23;27.8
1178;Daniel James;15;6;37;25.1
1179;Matty James;0;0;0;100.0
1180;Reece James;23;14;46;26.9
1181;Marko Janković;2;1;4;28.2
1182;Jakub Jankto;15;10;45;21.7
1183;Daryl Janmaat;6;6;14;22.6
1184;Laurent Jans;24;21;31;36.8
1185;Tony Jantschke;16;16;31;35.7
1186;Adnan Januzaj;4;3;10;24.7
1187;Rune Jarstein;0;0;0;0.0
1188;Jason;19;9;23;30.9
1189;Dennis Jastrzembski;2;0;8;28.2
1190;Corentin Jean;0;0;0;0.0
1191;Benjamin Jeannot;1;0;1;19.5
1192;Tin Jedvaj;29;23;67;28.5
1193;Jemerson;14;7;11;33.5
1194;Fredrik Jensen;1;0;9;19.8
1195;Jesé;0;0;0;
1196;Gabriel Jesus;19;5;31;30.3
1197;Juan Jesus;2;0;4;50.0
1198;Raúl Jiménez;23;2;32;24.0
1199;Joaquín;11;4;36;26.7
1200;Joelinton;19;11;33;22.7
1201;Ben Johnson;4;4;8;16.7
1202;Fabian Johnson;3;2;5;31.7
1203;Curtis Jones;2;2;3;25.9
1204;Phil Jones;2;2;1;50.0
1205;Frenkie de Jong;22;5;24;31.0
1206;Luuk de Jong;10;4;14;29.8
1207;Jony;11;6;26;27.7
1208;Joan Jordán;47;24;39;28.1
1209;Bruno Jordão;0;0;1;
1210;Jorginho;44;27;41;29.2
1211;Jesse Joronen;0;0;0;0.0
1212;Willian José;3;0;16;35.1
1213;Joselu;16;3;39;26.3
1214;Jota;2;2;3;14.3
1215;Diogo Jota;21;12;17;22.2
1216;Vukašin Jovanović;10;12;10;37.3
1217;Dejan Joveljić;3;0;0;25.0
1218;Stevan Jovetić;1;0;5;23.9
1219;Luka Jović;2;0;2;29.0
1220;Juanmi;4;1;2;26.5
1221;David Juncà;3;2;3;25.0
1222;Hamed Junior Traorè;14;7;25;25.2
1223;Lago Junior;19;11;37;23.6
1224;Vinicius Júnior;17;5;19;29.4
1225;James Justin;20;13;25;36.5
1226;Musa Juwara;0;1;2;20.6
1227;Mathias Jørgensen;5;4;12;36.8
1228;Ozan Kabak;36;18;46;36.7
1229;Christian Kabasele;24;16;55;34.4
1230;Abdoul Kader Bamba;17;15;24;27.8
1231;Pavel Kadeřábek;21;10;62;30.3
1232;Florian Kainz;10;8;29;23.0
1233;Gaël Kakuta;31;15;18;27.7
1234;Lovre Kalinić;0;0;0;0.0
1235;Nikola Kalinić;0;0;3;32.7
1236;Salomon Kalou;3;0;4;30.3
1237;Samuel Kalu;19;12;21;26.6
1238;Daichi Kamada;21;5;18;29.1
1239;François Kamano;8;6;8;29.5
1240;Boubacar Kamara;53;28;41;35.8
1241;Hassane Kamara;31;28;40;31.0
1242;Kevin Kampl;14;9;11;30.5
1243;Harry Kane;14;6;31;22.3
1244;Wilfried Kanga;0;0;0;10.5
1245;Lee Kangin;2;0;3;24.8
1246;N'Golo Kanté;43;12;43;32.2
1247;Stefanos Kapino;0;0;0;
1248;Wilfrid Kaptoum;5;2;3;41.9
1249;Kenan Karaman;4;7;12;27.9
1250;Yann Karamoh;5;3;8;25.5
1251;Mamoudou Karamoko;0;0;0;0.0
1252;Florian Kastenmeier;0;0;1;0.0
1253;Noah Katterbach;20;9;23;32.5
1254;Moise Kean;6;0;4;30.3
1255;Michael Keane;26;15;52;34.7
1256;Thilo Kehrer;6;3;3;30.2
1257;Jules Keita;1;0;0;11.5
1258;Naby Keïta;20;9;19;36.6
1259;Yannik Keitel;1;0;4;17.1
1260;Lloyd Kelly;6;5;11;39.7
1261;Martin Kelly;18;12;50;34.8
1262;Kenedy;8;2;9;27.0
1263;Jonjoe Kenny;39;21;57;32.3
1264;Franck Kessié;33;14;54;27.7
1265;Saîf-Eddine Khaoui;1;2;2;25.9
1266;Wahbi Khazri;11;4;13;25.2
1267;Rani Khedira;35;17;53;24.1
1268;Sami Khedira;13;3;20;33.6
1269;Kike;6;4;17;30.0
1270;Luca Kilian;25;25;35;35.9
1271;Max Kilman;3;2;2;29.4
1272;Joshua Kimmich;40;19;58;34.1
1273;Presnel Kimpembe;25;18;14;39.5
1274;Joshua King;15;2;27;24.8
1275;Giorgos Kiriakopoulos;27;21;30;31.0
1276;Simon Kjær;3;3;11;28.6
1277;Simon Kjær;14;11;28;35.0
1278;Davy Klaassen;48;20;69;27.3
1279;Felix Klaus;13;9;11;30.5
1280;Ragnar Klavan;26;21;43;37.3
1281;Timm Klose;4;5;11;45.3
1282;Lukas Klostermann;26;17;66;37.9
1283;Justin Kluivert;12;7;26;26.6
1284;Lukas Klünter;23;16;39;31.6
1285;Robin Knoche;25;20;40;38.9
1286;Robin Koch;24;8;43;28.5
1287;Giorgi Kochorashvili;0;0;0;100.0
1288;Jonathan Kodjia;0;0;2;27.3
1289;Kenan Kodro;0;1;2;20.5
1290;Dominik Kohr;39;18;47;35.0
1291;Koke;54;35;51;28.3
1292;Aleksandar Kolarov;25;20;36;42.7
1293;Sead Kolašinac;18;12;23;29.1
1294;Timothée Kolodziejczak;12;9;26;31.0
1295;Ghislain Konan;25;18;22;31.5
1296;Ibrahima Konaté;7;2;9;30.4
1297;Moussa Konaté;4;1;4;20.1
1298;Geoffrey Kondogbia;47;19;41;28.5
1299;Kouadio Koné;25;13;19;29.8
1300;Lamine Koné;20;11;21;29.5
1301;Moussa Koné;2;1;2;12.5
1302;Youssouf Koné;15;11;8;28.4
1303;Ezri Konsa;18;6;55;32.6
1304;Pascal Köpke;0;0;2;23.5
1305;Laurent Koscielny;16;9;49;35.5
1306;Filip Kostić;47;23;63;28.0
1307;Christian Kouamé;1;0;6;29.2
